AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,质量指标
137,314,103,118,16,25,1.27,56,60.7
200,353,151,173,11,42,1.54,61,41.95
170,337,130,179,10,53,1.6,44,41.9
194,344,148,173,15,42,1.7,39,41.68
120,271,88,111,12,30,1.44,36,61.12
43,92,29,43,10,22,1.31,39,100.6
52,97,37,43,7,17,1.04,60,80.71
104,252,77,96,7,33,1.35,37,61.42
66,122,47,65,7,25,1.09,41,80.86
63,119,43,67,9,13,1.06,49,80.59
89,143,65,121,14,17,1.1,37,80.35
74,170,50,89,6,14,0.96,39,80.86
35,49,21,33,5,14,0.75,44,100.46
41,157,27,37,6,10,1.23,38,100.9
26,37,15,24,16,13,1.31,21,99.86
26,40,15,25,13,12,1,19,99.85
18,17,11,17,14,10,1.02,20,99.73
57,181,39,53,7,17,1.22,13,80.91
23,26,14,21,10,13,1.13,11,100.27
22,16,12,21,6,12,1.2,11,100.72
21,21,11,20,12,14,1.22,13,100.13
18,15,11,17,13,14,1.32,15,100.13
16,10,9,13,10,16,1.39,17,100.48
18,16,10,14,14,15,1.45,17,100.15
26,21,16,25,16,16,1.26,16,99.82
22,11,15,20,10,15,1.13,12,100.28
22,22,14,20,15,14,1.05,31,99.69
34,57,23,29,9,13,0.91,40,100.24
23,16,15,19,12,15,1.02,36,99.97
30,48,20,27,11,15,0.87,44,99.97
49,97,34,45,9,17,0.84,40,100.28
38,41,26,35,4,21,1.02,28,100.88
21,6,13,19,5,19,1.14,18,100.77
27,11,17,25,8,16,1.13,31,100.5
47,88,31,45,6,19,1.2,18,100.91
51,131,35,51,14,22,1.36,15,80.31
27,10,16,22,11,20,1.14,37,100.2
54,106,37,47,8,30,1.15,24,80.72
45,94,31,45,13,26,1.3,25,100.31
24,13,14,19,13,18,1.1,40,99.94
26,33,15,20,6,14,0.86,46,100.41
53,121,37,39,7,16,0.98,45,80.65
27,28,14,24,10,18,0.98,33,100.12
45,83,29,44,11,25,0.97,49,100.16
65,184,44,75,13,34,1.14,47,80.28
81,280,59,96,15,41,1.12,54,80.21
131,358,99,135,14,53,1.3,44,60.89
81,334,59,73,11,19,0.95,56,80.44
44,50,30,39,14,21,0.73,49,99.63
57,140,40,52,14,25,0.77,39,79.77
36,18,24,31,11,23,0.75,25,99.89
55,102,39,53,9,28,0.91,22,80.4
52,75,35,51,6,36,1.17,8,80.92
46,42,31,45,5,16,0.73,40,100.54
52,124,36,49,5,14,0.56,50,80.42
44,144,31,40,13,18,0.73,36,99.74
25,17,17,21,16,14,0.73,37,99.3
48,112,33,43,12,17,0.74,39,99.87
48,99,33,47,14,28,0.86,29,99.79
66,204,47,61,7,36,1.37,9,81.14
50,73,34,47,5,32,1.44,7,101.28
50,99,35,48,5,22,0.85,25,100.7
52,115,35,54,6,26,0.97,52,80.72
69,215,49,77,8,28,1.01,51,80.7
69,291,49,65,17,27,0.99,41,79.78
33,18,22,31,14,15,0.79,48,99.61
55,168,38,54,6,25,0.93,20,80.71
35,42,21,33,12,17,1.04,25,100.05
27,19,18,24,14,17,0.77,30,99.55
42,63,29,40,20,20,0.87,47,99.16
79,243,58,72,12,27,1.11,36,80.49
102,310,76,92,19,24,1.24,44,60.1
57,136,40,56,5,18,0.7,41,80.6
50,186,35,49,4,10,0.55,63,100.5
54,219,37,51,7,21,0.86,53,80.53
37,73,25,35,12,16,0.82,44,99.87
33,35,19,29,9,17,0.88,53,100.17
46,84,30,44,8,21,0.97,23,100.47
28,8,19,27,10,16,1.05,25,100.24
34,30,24,30,8,18,1,42,100.44
30,19,16,27,13,20,1,41,99.86
50,81,32,51,7,27,1.06,33,100.68
50,81,33,45,4,21,0.89,37,100.82
58,147,40,57,6,24,0.88,40,80.68
56,149,39,51,9,17,0.81,57,80.3
63,212,44,59,13,22,0.88,42,80.02
64,216,45,63,8,25,0.92,42,80.57
51,138,35,51,6,17,0.75,49,80.5
41,47,26,39,3,11,0.67,55,100.63
50,136,32,51,6,19,0.81,65,100.53
59,260,40,61,14,26,1.05,66,80.05
42,55,24,32,4,18,0.83,58,100.67
39,54,24,37,5,22,0.83,38,100.57
38,81,25,36,8,16,0.9,39,100.35
26,14,16,23,21,18,1.02,44,99.08
47,90,31,45,15,20,0.86,59,99.67
61,157,41,64,13,21,0.84,76,79.95
73,217,50,86,13,22,0.89,74,80.09
46,53,32,41,5,16,0.92,39,100.74
27,20,11,17,3,13,0.82,48,100.63
30,38,18,24,9,13,0.92,35,100.2
31,32,14,21,8,14,0.77,51,100.11
26,20,13,23,17,16,0.88,39,99.31
33,29,21,32,14,16,0.86,39,99.67
51,94,31,52,17,21,0.93,45,79.54
75,209,51,86,17,30,1.01,42,79.82
74,152,51,70,9,23,0.93,47,80.54
47,56,27,49,6,20,0.75,48,100.42
46,51,27,46,9,15,0.81,52,100.18
39,58,21,37,4,14,0.72,56,100.53
45,98,26,43,4,14,0.75,66,100.61
47,126,27,48,4,15,0.75,69,100.62
54,188,32,56,5,17,0.79,70,80.61
57,193,35,61,5,14,0.78,88,80.63
49,118,28,47,16,14,0.95,63,99.63
71,232,37,89,24,18,0.82,59,78.79
75,225,42,98,22,22,0.81,71,79.03
86,254,60,107,17,31,0.92,69,79.82
77,206,53,90,8,32,0.92,72,80.65
35,22,17,28,4,11,0.65,66,100.42
36,95,19,32,4,13,0.65,67,100.44
46,169,27,43,13,18,0.87,71,99.84
51,197,23,49,9,12,0.71,92,80.04
57,213,37,58,17,20,0.87,61,79.54
47,120,32,41,14,19,0.97,32,99.89
42,102,26,42,18,20,0.89,41,99.35
43,100,30,43,14,25,0.97,27,99.87
54,123,37,57,24,29,1.29,54,79.26
68,236,43,72,10,33,1,67,80.43
60,169,36,63,6,27,0.8,63,80.56
31,24,17,28,4,11,0.63,49,100.4
35,66,20,31,4,11,0.58,38,100.38
31,41,16,26,4,11,0.64,47,100.4
27,32,14,25,3,10,0.67,52,100.51
31,61,16,28,2,11,0.69,50,100.65
26,24,16,25,3,19,0.8,35,100.66
25,21,12,24,3,24,0.83,20,100.65
42,202,28,36,5,16,0.72,96,100.5
49,216,31,50,11,21,0.82,80,100.03
29,76,18,26,3,14,0.8,51,100.68
28,103,17,26,3,14,0.73,51,100.6
27,81,16,27,3,14,0.69,48,100.55
25,76,15,25,3,11,0.65,54,100.5
42,126,28,39,6,26,1.16,31,100.84
44,142,29,39,6,21,1.07,34,100.76
32,48,19,30,3,19,0.87,36,100.76
33,73,17,31,3,11,0.73,53,100.6
37,109,20,36,6,16,0.8,50,100.4
35,70,18,29,9,14,0.82,59,100.1
35,71,20,32,11,14,0.79,48,99.89
47,130,29,46,15,16,0.91,50,99.7
50,145,33,48,8,12,0.88,64,100.41
25,25,12,22,5,14,0.73,39,100.35
29,60,14,26,4,16,0.7,37,100.44
28,52,13,27,3,13,0.68,41,100.51
24,21,11,18,3,18,0.83,33,100.64
29,78,18,28,4,13,0.73,38,100.51
21,38,13,19,5,16,0.82,30,100.45
15,6,9,13,5,16,0.85,31,100.44
23,36,12,22,5,18,0.77,25,100.39
33,103,20,33,4,19,0.8,40,100.6
46,236,28,46,5,21,0.74,46,100.52
60,323,38,65,8,25,0.81,71,80.39
56,313,36,62,7,30,0.85,44,80.51
42,224,24,42,7,20,0.75,54,100.29
32,101,19,31,4,13,0.65,63,100.44
29,96,17,28,4,10,0.6,63,100.37
28,94,16,28,5,13,0.58,58,100.24
28,87,15,28,5,13,0.6,56,100.25
30,100,16,30,4,13,0.6,52,100.36
33,125,16,32,4,11,0.63,69,100.39
62,326,42,67,18,26,1.03,54,79.65
77,353,51,78,13,28,1.07,75,80.28
59,302,41,61,9,22,0.82,48,80.33
50,240,32,49,9,21,0.78,51,100.2
67,341,41,68,12,30,0.92,68,80.13
52,281,32,49,9,17,0.8,62,80.22
48,210,27,49,5,18,0.76,85,100.53
51,198,33,54,14,26,0.92,69,79.85
55,220,36,59,14,20,0.84,77,79.8
64,272,45,70,11,20,0.9,81,80.25
64,302,45,73,15,21,0.99,78,79.94
52,265,37,54,13,21,0.97,69,80.04
24,57,14,22,5,11,0.67,52,100.31
41,225,28,40,13,18,0.81,47,99.79
49,267,31,50,13,16,0.75,100,99.76
49,266,33,47,11,13,0.76,94,99.99
38,154,25,35,7,11,0.75,86,100.3
43,182,28,42,9,13,0.73,94,100.11
48,224,30,49,10,17,0.72,99,100.02
55,249,37,59,14,22,0.78,92,79.75
58,238,38,64,9,27,0.74,82,80.22
50,159,31,53,6,16,0.67,89,100.38
36,124,22,35,5,17,0.68,60,100.4
28,108,15,27,7,19,0.64,44,100.09
37,191,18,35,11,23,0.71,55,99.79
64,323,39,64,16,28,0.93,84,79.72
61,320,40,61,12,25,0.92,92,80.12
52,297,35,50,10,17,0.77,82,80.12
48,270,32,46,10,19,0.79,80,100.11
48,261,32,45,11,22,1.01,82,100.23
63,321,45,61,10,17,0.96,87,80.41
64,330,46,60,6,12,0.93,113,80.79
60,316,42,54,14,16,0.94,89,79.96
56,260,39,56,21,20,0.95,89,79.24
54,265,36,56,23,19,0.87,98,78.93
52,233,33,54,25,20,0.93,108,78.76
59,251,37,65,21,26,0.79,115,79.06
70,282,46,81,24,38,0.85,96,78.91
70,249,47,83,27,35,0.9,97,78.67
66,236,45,82,30,33,0.83,94,78.28
76,306,52,90,24,38,0.89,91,79.01
82,290,55,98,23,46,0.95,90,79.2
85,289,59,104,27,48,1.04,89,78.93
86,321,60,104,26,49,1.11,88,79.11
86,337,59,96,20,40,1,102,79.59
71,290,51,78,11,27,0.89,93,80.3
60,213,42,64,10,25,0.78,82,80.2
62,263,43,69,8,23,0.8,83,80.43
61,323,42,67,9,22,0.78,84,80.3
68,349,47,79,13,30,0.83,94,80
64,325,46,66,9,16,0.94,92,80.5
45,203,30,44,10,18,0.93,63,100.23
50,200,33,51,10,22,0.88,63,100.21
47,183,29,46,6,22,0.79,55,100.48
43,144,21,46,7,27,0.7,49,100.21
53,202,32,58,14,31,0.88,48,79.8
32,67,21,30,12,17,0.99,40,100
24,45,15,22,11,15,0.97,49,100.02
26,48,15,23,10,14,0.93,67,100.08
43,178,28,41,9,16,0.85,70,100.23
21,20,12,20,19,19,0.96,28,99.18
22,14,11,20,15,17,0.78,53,99.39
44,73,27,47,15,26,0.9,66,99.67
61,139,40,71,13,34,0.94,63,80.04
62,162,42,73,13,33,0.91,69,80.03
64,187,43,76,8,23,0.85,94,80.48
23,14,14,19,14,20,1.03,55,99.77
36,86,24,33,14,22,0.88,51,99.72
53,235,38,52,12,21,0.85,43,80.03
21,43,11,20,11,16,0.77,43,99.78
21,27,11,21,14,16,0.76,30,99.47
24,31,12,24,14,21,0.86,45,99.58
48,153,28,52,14,29,0.95,40,99.83
68,156,38,87,14,34,0.82,50,79.8
72,168,43,95,19,41,0.9,57,79.43
72,168,43,95,19,41,0.9,57,79.43
79,217,51,109,29,41,0.88,62,78.49
83,234,60,112,29,38,0.88,45,78.58
45,99,30,43,17,17,0.77,70,99.37
61,170,41,72,19,22,0.77,96,79.28
68,205,47,84,15,26,0.81,111,79.78
75,230,54,96,19,27,0.85,100,79.49
72,249,52,73,19,19,0.89,84,79.51
58,162,40,65,12,21,0.77,103,79.97
72,185,52,86,18,34,0.91,101,79.63
91,288,68,107,28,45,1.1,69,78.98
91,319,67,113,18,49,1.08,71,79.95
89,297,66,106,14,44,0.97,83,80.23
67,248,48,54,12,21,0.95,67,80.23
43,100,22,47,20,25,0.8,57,99.02
70,239,46,90,16,43,0.9,57,79.76
79,230,58,93,9,29,0.87,100,80.55
64,141,37,74,8,23,0.75,77,80.32
37,65,24,38,18,25,1.03,36,99.47
38,74,17,39,19,18,0.64,54,98.91
56,123,28,64,19,24,0.67,44,79.05
67,205,41,83,30,31,0.77,33,78.18
75,234,51,99,23,42,1.02,45,79.23
94,290,69,127,16,55,1.18,61,80.27
100,302,74,131,19,61,1.1,51,79.94
75,333,51,77,21,24,1.12,50,79.53
40,127,23,42,17,21,0.79,50,99.32
31,74,19,29,17,18,0.8,19,99.29
25,31,15,23,23,14,0.87,27,98.72
47,142,33,45,15,19,0.81,38,99.64
64,230,45,62,34,24,1.02,19,78.07
20,14,13,18,21,17,1.05,22,99.08
38,102,24,36,18,17,0.86,60,99.3
49,107,30,51,17,25,0.74,69,99.34
52,111,30,56,22,29,0.7,60,78.8
49,121,27,51,23,24,0.73,71,98.7
51,139,31,54,21,24,0.78,81,78.99
64,146,44,74,24,38,0.78,72,78.82
74,146,51,88,27,47,0.89,55,78.7
93,204,69,115,36,58,1.09,42,78.18
90,190,66,117,38,65,1.48,35,78.34
102,238,76,132,30,63,1.29,40,59.05
105,287,79,131,31,65,1.27,51,58.96
111,272,83,135,23,66,1.39,55,59.92
127,295,96,156,18,73,1.22,38,60.38
113,315,80,119,12,44,1.05,56,60.65
61,153,41,67,10,30,0.67,48,80.08
64,182,44,62,8,28,0.68,37,80.32
94,342,70,90,17,28,1.11,33,80.11
41,108,29,34,18,21,1.08,36,99.57
26,35,17,25,13,19,0.86,33,99.73
21,23,14,21,17,20,1.04,23,99.48
20,16,13,19,14,16,1.04,35,99.77
34,41,23,30,13,21,1.11,16,100.04
40,68,26,40,18,21,1.09,14,99.55
82,241,59,92,16,34,1.4,7,80.39
36,60,25,30,23,23,1.39,18,99.34
60,143,42,56,20,29,1.01,49,79.43
80,185,59,81,25,41,1.1,40,79.19
149,332,113,140,42,55,1.62,25,58.55
124,330,93,112,29,42,1.33,19,59.36
51,150,35,45,14,22,1.04,43,79.99
78,230,57,71,15,37,1.22,40,80.29
95,209,71,98,18,52,1.34,19,80.25
96,195,72,94,21,44,1.35,9,79.97
50,74,34,51,32,31,1.26,13,98.4
73,155,52,77,22,37,1.23,35,79.55
60,185,36,57,9,24,0.73,56,80.19
56,221,36,59,11,24,0.77,57,80.03
42,90,26,43,9,22,1,69,100.36
72,219,52,86,15,47,1.16,36,80.18
48,136,31,52,21,24,1.3,16,99.51
16,9,9,15,14,15,0.97,35,99.66
30,51,20,28,12,20,0.98,46,99.98
74,184,54,67,22,30,1.1,28,79.44
23,10,15,16,12,18,0.87,34,99.82
20,12,13,17,8,18,0.89,24,100.22
15,7,10,11,16,18,1.15,25,99.65
36,76,25,28,14,15,0.88,44,99.73
62,133,44,48,11,19,0.77,36,80.11
69,162,49,54,8,20,0.9,40,80.59
74,191,54,61,6,25,0.98,43,80.92
71,161,50,76,7,25,1.14,26,80.94
64,149,46,58,6,26,1.05,33,80.91
78,200,57,68,6,27,1.08,38,81.05
20,19,13,17,12,17,1.16,26,100.09
17,12,10,11,12,17,1.35,32,100.25
18,61,10,12,13,14,1.26,50,100.06
26,70,17,19,6,7,0.68,59,100.25
41,97,28,30,5,8,0.64,63,100.42
47,112,32,37,8,12,0.83,67,100.35
53,145,37,43,6,16,0.9,68,80.67
84,232,62,68,7,24,1.03,64,80.95
143,336,110,115,8,26,1.15,55,61.45
124,337,93,93,6,18,0.98,45,61.31
19,10,13,13,9,16,1.08,37,100.31
23,35,15,17,6,14,0.88,44,100.43
38,144,26,29,5,13,0.8,30,100.56
16,8,11,12,5,14,0.88,23,100.49
15,15,10,12,10,14,1.1,34,100.2
15,23,10,11,11,13,0.9,34,99.9
21,31,14,18,10,14,0.89,37,100.03
44,121,30,35,5,19,0.97,29,100.77
69,234,50,55,5,22,1.14,13,81.14
71,247,51,58,5,22,1.38,11,81.39
49,156,34,40,5,19,1.1,29,100.94
27,89,18,22,4,11,0.67,44,100.45
22,90,14,15,8,13,0.73,51,100.07
21,59,8,13,11,10,0.52,68,99.5
25,67,12,20,6,7,0.43,78,99.95
35,123,21,31,6,12,0.41,88,100.02
106,334,79,85,8,28,0.75,48,60.74
105,287,78,79,5,17,0.78,57,61.06
128,336,96,99,8,22,0.95,34,61.11
54,140,38,47,11,18,0.86,59,80.14
82,279,60,71,8,20,0.95,65,80.75
75,230,54,66,7,18,0.77,81,80.61
54,154,36,53,6,22,0.73,54,80.49
61,197,43,60,7,24,0.79,47,80.52
60,235,42,59,8,27,0.78,48,80.4
46,253,33,43,4,14,0.54,46,100.47
61,256,44,55,6,19,0.7,47,80.54
59,250,42,54,7,25,0.85,28,80.57
38,118,26,30,4,14,0.8,56,100.66
19,17,11,13,6,13,0.95,33,100.46
16,26,9,13,11,15,0.93,39,99.92
26,54,17,24,8,15,0.8,40,100.17
22,11,14,19,4,25,0.95,14,100.69
35,67,22,33,7,26,1.12,11,100.64
37,76,24,36,5,17,0.88,47,100.62
34,104,21,33,7,13,0.91,58,100.42
32,78,20,30,7,12,0.76,80,100.26
60,193,42,57,10,21,0.68,74,80.1
48,105,34,34,5,21,0.79,32,100.63
33,71,21,30,8,17,0.81,25,100.22
56,222,38,60,11,15,0.8,72,80.08
72,305,51,84,12,26,0.72,69,80.03
74,301,54,61,6,23,0.78,47,80.72
32,36,22,26,10,18,0.8,49,100.02
41,51,28,35,12,24,0.97,49,100.05
30,33,20,26,9,22,0.9,45,100.2
56,128,39,55,7,36,1.13,10,80.82
34,52,23,32,5,17,0.76,27,100.49
34,46,21,33,6,16,0.7,57,100.31
56,179,38,57,7,29,0.98,40,80.66
41,78,28,39,6,19,0.82,51,100.5
31,30,20,25,4,17,0.7,50,100.5
33,60,20,31,5,19,0.7,38,100.4
20,38,12,20,3,8,0.41,27,100.23
20,37,11,19,15,16,0.66,37,99.27
18,28,12,16,12,16,0.65,31,99.57
17,23,10,17,13,15,0.7,30,99.5
20,22,10,19,12,18,0.7,34,99.6
38,126,25,36,9,21,0.65,37,100
26,34,17,22,6,16,0.58,39,100.15
15,14,9,12,8,17,0.75,33,100.04
21,32,14,18,12,14,0.84,36,99.78
42,105,29,30,9,16,0.78,55,100.17
61,202,43,49,10,18,0.81,64,80.24
71,275,51,67,12,28,0.94,62,80.25
83,326,61,87,15,36,0.98,57,80.09
78,298,57,81,19,35,0.95,66,79.62
67,258,48,69,7,37,0.86,51,80.64
44,147,31,36,8,22,0.84,43,100.35
30,43,15,29,16,18,0.81,83,99.36
45,74,30,48,14,25,0.6,88,99.5
69,217,49,75,14,46,0.88,51,79.97
62,170,43,69,10,38,0.81,78,80.24
56,89,39,54,6,24,0.84,72,80.63
55,121,35,53,6,24,0.82,50,80.57
51,119,33,51,5,19,0.78,47,80.61
47,155,32,46,9,18,0.86,46,100.28
44,160,28,49,8,26,0.94,43,100.42
38,143,25,39,12,21,0.94,32,99.99
22,49,11,21,14,20,0.88,52,99.59
29,101,19,25,15,19,0.88,51,99.57
41,128,29,37,13,19,0.73,60,99.72
62,261,44,61,18,28,0.91,53,79.55
47,139,31,45,16,25,0.92,70,99.63
66,305,43,77,15,39,1,55,79.93
74,300,47,92,14,44,0.93,73,80
72,244,46,81,10,41,0.85,92,80.31
58,133,36,65,7,29,0.75,70,80.41
55,132,37,60,7,29,0.75,45,80.42
45,101,30,43,5,20,0.76,48,100.56
50,161,32,52,6,27,0.76,42,100.48
49,165,33,53,7,24,0.76,56,100.39
40,140,24,40,5,11,0.65,79,100.39
37,103,18,37,5,12,0.63,77,100.31
39,133,19,39,6,12,0.67,77,100.26
36,160,19,36,5,11,0.69,78,100.38
46,260,27,47,5,13,0.79,88,100.56
40,116,26,40,9,16,1.02,69,100.38
39,76,26,39,12,19,1.02,56,100.08
47,142,29,49,11,16,0.84,99,100.03
53,142,36,57,8,24,0.88,80,80.44
26,13,13,25,5,10,0.63,60,100.26
28,43,14,28,5,11,0.64,60,100.28
30,59,16,27,5,14,0.7,63,100.36
34,83,22,29,9,19,0.88,49,100.2
63,267,45,60,11,26,1.1,69,80.45
64,286,45,63,7,29,1.1,73,80.85
45,133,29,44,5,19,0.91,72,100.7
26,47,16,22,6,17,0.83,50,100.39
25,42,12,21,10,14,0.91,69,100.03
45,199,29,44,11,22,0.83,68,100.02
56,253,36,58,10,25,0.74,85,80.1
32,122,19,26,8,21,0.97,59,100.36
30,105,13,23,14,19,0.91,80,99.64
40,164,23,40,15,23,0.84,67,99.57
55,216,38,58,11,27,0.88,76,80.16
62,259,43,66,9,28,0.9,77,80.43
35,118,20,29,7,21,0.92,71,100.42
31,74,16,27,5,17,0.66,61,100.32
23,26,9,14,4,12,0.74,69,100.43
24,42,14,23,4,13,0.8,54,100.54
26,71,13,22,6,14,0.79,63,100.32
34,132,19,32,6,17,0.72,51,100.31
21,30,7,12,4,13,0.65,65,100.32
18,12,11,17,4,19,0.79,32,100.5
30,81,19,26,5,24,0.96,19,100.65
31,91,18,30,5,21,0.93,35,100.61
19,26,9,15,4,16,0.7,50,100.39
25,62,14,21,4,18,0.71,48,100.45
25,72,15,25,4,16,0.58,51,100.33
26,73,15,25,4,11,0.53,68,100.28
30,128,15,27,5,14,0.58,66,100.23
36,197,22,35,6,20,0.7,51,100.32
19,35,8,13,4,10,0.65,59,100.33
20,48,8,18,4,12,0.66,58,100.34
19,43,9,18,4,12,0.58,49,100.27
21,54,8,19,4,12,0.58,49,100.26
26,89,11,24,5,14,0.6,55,100.21
26,87,14,25,5,12,0.63,54,100.27
24,91,11,24,4,10,0.63,51,100.34
28,122,15,28,4,11,0.68,65,100.43
32,178,18,32,4,11,0.7,73,100.48
29,112,15,27,4,12,0.7,65,100.45
15,12,4,6,3,12,0.65,47,100.39
24,101,15,23,4,10,0.7,54,100.45
30,180,17,29,4,9,0.63,66,100.4
27,128,15,27,4,9,0.62,64,100.37
28,128,15,28,4,10,0.62,66,100.37
34,154,19,34,4,13,0.68,70,100.47
39,187,22,39,5,17,0.72,75,100.44
38,189,21,38,5,21,0.65,42,100.36
30,139,15,30,5,15,0.63,54,100.28
29,113,14,28,6,16,0.7,42,100.24
24,77,11,22,5,11,0.66,52,100.27
22,83,10,22,5,9,0.66,50,100.26
26,82,14,26,5,9,0.65,56,100.29
26,93,12,26,5,9,0.62,59,100.24
31,120,15,31,5,10,0.63,64,100.28
32,126,15,31,5,10,0.62,62,100.27
20,41,9,17,4,10,0.63,53,100.32
22,67,12,21,4,11,0.64,50,100.36
29,135,15,29,5,13,0.67,51,100.32
41,193,22,42,6,20,0.76,56,100.38
43,222,24,43,6,19,0.76,69,100.4
33,151,18,33,6,12,0.62,65,100.2
33,146,16,32,5,11,0.61,65,100.27
35,196,19,35,5,10,0.67,64,100.36
36,224,19,36,5,13,0.68,57,100.37
23,72,11,20,5,18,0.78,47,100.39
34,149,17,33,7,18,0.74,45,100.21
33,164,19,32,6,14,0.65,61,100.24
32,145,18,31,6,14,0.6,63,100.18
32,107,18,31,6,15,0.65,63,100.23
38,170,23,37,7,16,0.75,67,100.28
38,186,23,38,7,14,0.73,66,100.26
25,75,15,24,6,14,0.75,44,100.3
28,107,15,26,6,17,0.8,47,100.35
38,174,22,39,9,20,0.83,60,100.15
48,287,31,49,11,19,0.73,53,99.94
36,221,20,33,6,15,0.62,56,100.22
22,70,10,22,6,13,0.56,38,100.06
16,23,6,14,5,10,0.54,42,100.1
23,80,9,20,6,14,0.58,50,100.07
22,88,10,21,5,14,0.63,55,100.23
19,66,9,18,4,11,0.6,46,100.29
15,28,7,15,4,11,0.57,32,100.24
18,45,8,18,4,11,0.59,34,100.27
23,71,11,23,5,12,0.61,45,100.22
28,114,15,28,6,12,0.65,53,100.2
27,121,14,26,5,11,0.68,49,100.32
25,74,13,25,5,11,0.69,56,100.32
23,99,12,22,5,8,0.56,57,100.18
18,46,8,17,4,9,0.48,43,100.16
19,54,8,17,4,11,0.54,41,100.22
17,32,7,16,4,12,0.58,34,100.25
19,45,7,18,5,11,0.57,34,100.14
24,72,10,24,7,14,0.63,35,100.03
34,185,15,33,11,18,0.72,46,99.77
31,181,15,31,8,16,0.67,41,100.02
19,25,11,17,5,15,0.6,28,100.21
25,75,13,24,6,16,0.63,41,100.16
43,221,26,42,11,17,0.71,56,99.87
50,272,32,54,7,21,0.7,55,100.32
34,159,21,32,6,13,0.64,58,100.25
32,112,18,31,6,14,0.72,56,100.3
24,28,13,21,6,14,0.7,49,100.23
46,234,23,45,11,24,0.73,58,99.86
64,310,36,71,11,33,0.82,82,80.08
82,351,51,90,16,34,1.09,105,80
63,303,44,73,10,25,0.85,82,80.29
66,333,46,75,12,22,0.88,80,80.14
63,320,45,70,16,21,0.86,77,79.71
64,336,46,74,13,22,0.85,79,80.01
73,349,52,86,12,25,0.89,94,80.21
72,340,52,79,12,19,0.87,97,80.19
50,204,33,51,8,17,0.8,78,100.33
43,143,26,43,7,15,0.75,62,100.31
41,135,28,37,7,19,0.78,32,100.36
28,107,15,27,5,18,0.75,39,100.4
26,77,14,25,5,15,0.59,49,100.23
26,99,14,26,5,13,0.58,54,100.22
23,73,12,22,5,14,0.59,45,100.21
21,52,12,18,4,8,0.63,61,100.35
28,94,18,28,6,9,0.68,69,100.26
44,232,28,45,9,14,0.74,73,100.12
35,191,17,33,6,21,0.71,46,100.28
42,262,23,43,6,22,0.7,53,100.33
45,290,26,47,14,26,0.9,41,99.76
25,100,11,24,16,15,0.77,61,99.28
24,88,16,23,8,12,0.64,52,100
31,163,20,30,7,14,0.73,37,100.23
25,110,15,23,5,17,0.75,31,100.4
23,93,11,22,5,15,0.59,34,100.2
17,28,7,17,12,15,0.8,30,99.67
22,43,11,22,10,12,0.74,47,99.85
36,128,21,36,10,14,0.78,46,99.99
19,34,10,15,6,11,0.81,41,100.31
22,45,9,21,10,15,0.71,39,99.8
31,115,15,31,10,14,0.75,35,99.9
52,286,32,55,14,21,0.97,48,79.89
20,22,11,20,13,16,0.9,27,99.71
28,60,17,27,10,11,0.85,38,100.02
39,173,25,39,12,12,0.8,49,99.85
27,115,17,27,5,12,0.66,53,100.33
23,100,12,21,6,12,0.69,44,100.21
14,8,7,14,14,14,0.96,32,99.63
18,36,10,17,14,15,0.9,33,99.6
21,51,12,21,15,14,0.77,29,99.39
24,34,15,23,11,13,0.65,35,99.7
26,48,16,25,13,15,0.84,39,99.7
45,139,30,44,14,16,0.79,53,99.69
55,205,38,59,15,22,0.83,60,79.71
63,279,45,67,14,20,0.79,75,79.84
66,300,47,66,13,18,0.84,86,80.01
47,262,34,37,7,13,0.83,62,100.47
19,40,11,16,9,14,0.86,46,100.07
16,26,8,16,14,14,0.91,33,99.59
19,20,10,19,17,16,0.81,50,99.21
26,59,16,25,14,13,0.64,47,99.4
31,71,21,30,14,16,0.67,45,99.48
32,58,21,30,12,15,0.64,46,99.65
29,56,17,27,11,12,0.65,59,99.72
43,108,18,49,11,16,0.51,66,99.59
69,238,31,88,13,21,0.55,83,79.56
77,289,43,105,16,31,0.72,88,79.55
77,264,51,104,23,29,0.82,73,79.03
65,163,45,79,20,25,0.93,59,79.38
41,81,25,40,12,18,0.95,60,100
58,221,40,64,14,17,0.96,69,79.96
80,303,59,67,10,21,1.12,66,80.71
64,213,46,62,13,24,1.01,51,80.17
69,239,50,77,12,28,1.03,59,80.33
72,277,52,81,16,24,1.08,51,80
22,26,11,21,13,18,1.06,45,99.87
53,190,31,59,13,18,0.86,72,79.87
60,220,37,72,16,21,0.88,70,79.65
79,290,57,99,21,31,1.08,67,79.55
79,245,57,92,18,28,1.12,56,79.89
48,65,30,50,14,16,0.9,61,99.8
52,113,29,57,18,18,0.84,85,79.33
60,132,32,70,17,21,0.74,96,79.36
67,161,37,85,21,32,0.83,86,79.1
66,208,41,85,20,33,0.76,80,79.17
73,227,48,94,23,41,0.88,64,79.06
66,201,43,81,22,34,0.79,77,79.02
66,189,43,79,20,34,0.82,87,79.25
84,229,62,98,25,36,0.95,61,79.07
95,254,71,108,27,38,1.23,46,79.24
90,283,65,93,11,31,1.07,56,80.62
37,163,19,37,6,13,0.57,53,100.16
39,163,22,40,6,20,0.67,39,100.29
55,265,33,64,9,32,0.83,35,80.26
41,226,26,42,7,18,0.68,48,100.24
46,285,29,49,13,23,0.95,26,99.94
